target,(1+2) EA_{r/2,2r},(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
38,1,1.03,1.05,1,1,1.02,1.01,1,1,1.02,1.01,1.01,1,1
39,1.01,1.09,1.1,1.03,1.02,1.07,1.07,1.04,1.03,1.8,1.33,1.19,1.02,1.03
40,1.02,1.22,1.17,1.1,1.05,1.28,1.54,1.17,1.56,2.33,2.33,1.65,1.15,1.07
41,1.02,1.31,1.29,1.18,1.06,1.56,2.25,1.74,2.29,2.93,2.96,2.03,1.67,1.09
42,1.05,1.58,1.34,1.25,1.1,1.97,3.29,2.03,3.05,3.98,3.34,2.12,2.13,1.17
43,1.07,1.89,1.54,1.34,1.24,2.3,3.96,3.42,3.9,5.54,5.37,3.15,2.67,1.23
44,1.22,2.14,1.72,1.59,1.44,2.71,5.63,4.23,4.92,7.16,7.08,3.51,3.14,1.39
45,1.41,2.59,2,1.92,1.77,4.14,7.44,7.28,8.19,8.56,9.33,4.31,4.36,1.7
46,1.61,3.03,2.39,2.32,2.04,6.17,9.11,9.35,10.28,10.14,12.01,5.88,9.03,2.02
47,1.88,3.66,2.91,2.7,2.45,8.27,12.67,12.44,14.02,13.57,13.92,8.67,11.81,2.47
48,2.41,4.58,3.64,3.59,3.19,11.21,18.05,17.69,18.64,17.69,17.32,12.61,16.92,3.15
49,3.01,5.8,4.36,4.41,3.83,13.65,23.36,21.99,25.41,23.05,23.17,15.85,22.04,3.94
50,3.46,6.85,5.28,5.37,4.72,18.3,31.56,28.81,33.64,31.04,28.41,22.81,28.17,4.74
51,4.25,8.26,6.65,6.72,5.98,22.43,38.74,37.2,42.51,39.82,34.59,28.89,36.24,5.88
52,5.17,9.63,8.06,8.14,7.06,28.35,50.39,47.61,49.91,49.07,42.77,40,42.6,7.18
53,6.19,11.4,9.78,9.65,8.52,34.78,61.45,56.96,60.55,58.38,49.57,50.04,53.27,8.86
54,7.51,13.17,11.35,11.42,10.4,42.02,77.6,67.61,71.42,70.6,57.24,59.54,65.57,10.25
55,8.91,15.18,13.33,13.26,12.22,49.68,92.96,79.49,83.67,80.77,65.69,70.12,74.97,12.11
56,10.63,17.04,15.26,15.33,13.86,59.66,109.97,93.85,93.54,90.91,77.62,86.11,85.99,14.23
57,12.35,19.43,17.39,17.84,16.37,68.95,127.64,110.19,104.23,106.21,88.65,98.38,98.84,16.08
58,14.08,22.06,19.86,20.56,18.85,80.9,145.56,123.23,118.19,119.75,97.24,112.65,108.29,18.47
59,16.31,25.08,22.89,23.09,21.25,91.2,167.64,138.49,130.74,134.34,109.3,127.55,123.7,20.81
60,18.89,27.93,25.4,25.78,24.2,102.15,187.96,155.74,142.42,149.4,117.91,137.97,139.87,22.81
61,21.64,31.01,29.04,28.2,27.36,115.32,211.58,170.22,155.69,163.31,133.25,152.54,152.85,25
62,24.04,34.11,32.53,31.4,30.35,127.39,230.75,184.59,170.26,180.87,148.17,169.49,167.2,27.58
63,26.68,37.96,35.65,34.69,33.51,141.68,254.93,199.59,183.11,197.65,160.27,181.74,181.13,30.18
64,30.25,40.99,39.25,37.93,36.93,154.86,276.6,215.23,199.54,214.86,172.22,196.2,193.57,32.9
