"algId","target","mean","median","sd","2%","5%","10%","25%","50%","75%","90%","95%","98%","ERT","runs","ps"
"(1+50) EA_var.",935,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",936,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",937,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",938,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",939,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",940,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",941,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",942,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",943,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",944,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",945,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",946,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",947,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",948,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",949,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",950,1,1,0,1,1,1,1,1,1,1,1,1,1,100,1
"(1+50) EA_var.",951,1.01,1,0.1,1,1,1,1,1,1,1,1,1,1.01,100,1
"(1+50) EA_var.",952,1.03,1,0.3,1,1,1,1,1,1,1,1,1,1.03,100,1
"(1+50) EA_var.",953,1.52,1,5.2,1,1,1,1,1,1,1,1,1,1.52,100,1
"(1+50) EA_var.",954,1.52,1,5.2,1,1,1,1,1,1,1,1,1,1.52,100,1
"(1+50) EA_var.",955,1.57,1,5.7,1,1,1,1,1,1,1,1,1,1.57,100,1
"(1+50) EA_var.",956,1.58,1,5.6998670904228,1,1,1,1,1,1,1,1,1,1.58,100,1
"(1+50) EA_var.",957,2.23,1,10.3150914252425,1,1,1,1,1,1,1,1,1,2.23,100,1
"(1+50) EA_var.",958,2.36,1,10.6235111850551,1,1,1,1,1,1,1,1,2,2.36,100,1
"(1+50) EA_var.",959,2.67,1,11.5968081641441,1,1,1,1,1,1,1,1,9,2.67,100,1
"(1+50) EA_var.",960,3.3,1,13.3382566667871,1,1,1,1,1,1,1,1,56,3.3,100,1
"(1+50) EA_var.",961,4.18,1,17.7749000196083,1,1,1,1,1,1,1,1,56,4.18,100,1
"(1+50) EA_var.",962,4.45,1,18.7747816030553,1,1,1,1,1,1,1,1,62,4.45,100,1
"(1+50) EA_var.",963,4.86,1,20.1283859062747,1,1,1,1,1,1,1,1,76,4.86,100,1
"(1+50) EA_var.",964,5.76,1,23.2657549530496,1,1,1,1,1,1,1,1,103,5.76,100,1
"(1+50) EA_var.",965,6.63,1,26.9659924251778,1,1,1,1,1,1,1,1,103,6.63,100,1
"(1+50) EA_var.",966,6.87,1,27.5624744897841,1,1,1,1,1,1,1,4,103,6.87,100,1
"(1+50) EA_var.",967,7.34,1,29.6106792092367,1,1,1,1,1,1,1,5,103,7.34,100,1
"(1+50) EA_var.",968,8.34,1,31.4900080352579,1,1,1,1,1,1,1,53,118,8.34,100,1
"(1+50) EA_var.",969,8.74,1,33.8614586785387,1,1,1,1,1,1,1,53,118,8.74,100,1
"(1+50) EA_var.",970,9.53,1,36.373887570202,1,1,1,1,1,1,1,75,153,9.53,100,1
"(1+50) EA_var.",971,11.04,1,39.9734558390586,1,1,1,1,1,1,1,104,153,11.04,100,1
"(1+50) EA_var.",972,12.21,1,41.1786683523487,1,1,1,1,1,1,1,104,155,12.21,100,1
"(1+50) EA_var.",973,13.18,1,42.497624413702,1,1,1,1,1,1,1,104,158,13.18,100,1
"(1+50) EA_var.",974,14.11,1,44.6087129687382,1,1,1,1,1,1,10,133,158,14.11,100,1
"(1+50) EA_var.",975,15.62,1,47.7122646917981,1,1,1,1,1,1,32,155,163,15.62,100,1
"(1+50) EA_var.",976,16.59,1,49.5782403801498,1,1,1,1,1,1,53,157,163,16.59,100,1
"(1+50) EA_var.",977,18,1,51.7812024705194,1,1,1,1,1,1,58,157,186,18,100,1
"(1+50) EA_var.",978,19.75,1,55.8606446092561,1,1,1,1,1,1,69,158,203,19.75,100,1
"(1+50) EA_var.",979,21.22,1,59.4854332393803,1,1,1,1,1,1,103,158,205,21.22,100,1
"(1+50) EA_var.",980,22.29,1,61.1795329544551,1,1,1,1,1,1,107,158,209,22.29,100,1
"(1+50) EA_var.",981,24.33,1,64.2095771515418,1,1,1,1,1,1,107,203,209,24.33,100,1
"(1+50) EA_var.",982,27.19,1,67.0557878700168,1,1,1,1,1,1,126,203,252,27.19,100,1
"(1+50) EA_var.",983,29.27,1,70.0475819523682,1,1,1,1,1,1,152,203,252,29.27,100,1
"(1+50) EA_var.",984,31.6,1,72.6090959045821,1,1,1,1,1,1,153,206,258,31.6,100,1
"(1+50) EA_var.",985,33.82,1,75.1583352232828,1,1,1,1,1,1,160,213,258,33.82,100,1
"(1+50) EA_var.",986,36.16,1,76.7713014561609,1,1,1,1,1,1,164,213,258,36.16,100,1
"(1+50) EA_var.",987,38.79,1,78.4600902215627,1,1,1,1,1,1,167,222,278,38.79,100,1
"(1+50) EA_var.",988,43.06,1,85.4655486146318,1,1,1,1,1,2,204,253,302,43.06,100,1
"(1+50) EA_var.",989,47.46,1,89.4184827119374,1,1,1,1,1,52,208,253,302,47.46,100,1
"(1+50) EA_var.",990,49.68,1,91.199069639061,1,1,1,1,1,53,208,253,302,49.68,100,1
"(1+50) EA_var.",991,53.48,1,94.2265141008409,1,1,1,1,1,102,210,261,302,53.48,100,1
"(1+50) EA_var.",992,56.84,1,96.8514138442819,1,1,1,1,1,107,220,270,304,56.84,100,1
"(1+50) EA_var.",993,60.45,1,100.40658505911,1,1,1,1,1,110,225,302,304,60.45,100,1
"(1+50) EA_var.",994,64.39,1,102.887787752905,1,1,1,1,1,118,225,303,307,64.39,100,1
"(1+50) EA_var.",995,69.84,1,106.583084677607,1,1,1,1,1,152,253,303,307,69.84,100,1
"(1+50) EA_var.",996,72.47,1,109.51402797465,1,1,1,1,1,152,256,303,348,72.47,100,1
"(1+50) EA_var.",997,79.44,1,117.870783556238,1,1,1,1,1,156,256,334,357,79.44,100,1
"(1+50) EA_var.",998,83.59,1,120.148232940763,1,1,1,1,1,162,256,353,359,83.59,100,1
"(1+50) EA_var.",999,86.97,1,122.34480624923,1,1,1,1,1,186,260,355,368,86.97,100,1
"(1+50) EA_var.",1000,94.87,1,127.693102334615,1,1,1,1,1,203,293,356,374,94.87,100,1
"(1+50) EA_var.",1001,99.57,1,129.686899956017,1,1,1,1,1,209,303,357,402,99.57,100,1
"(1+50) EA_var.",1002,104.08,1,131.924502437699,1,1,1,1,1,209,303,359,403,104.08,100,1
"(1+50) EA_var.",1003,108.75,1.5,136.533369954422,1,1,1,1,1,215,312,399,408,108.75,100,1
"(1+50) EA_var.",1004,116.26,4,140.247012968065,1,1,1,1,4,252,312,399,408,116.26,100,1
"(1+50) EA_var.",1005,121.77,52,142.321080659191,1,1,1,1,50,252,324,399,415,121.77,100,1
"(1+50) EA_var.",1006,126.63,57.5,142.511360879749,1,1,1,1,57,252,352,402,415,126.63,100,1
"(1+50) EA_var.",1007,135.38,60.5,144.149387999416,1,1,1,1,60,253,352,406,454,135.38,100,1
