target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
5072,74.16,136.88,110.98,138.87,121.57,115.7,402.57,1363.16,581.58,440.58,588.92,316.24,595.31,592.02,166.02,,
5073,75.15,138.93,112.2,140.08,122.84,116.65,405.95,1380.27,587.51,445.07,595.16,319.36,598.44,596.69,167.94,,
5074,75.8,141.2,113.51,141.55,124.41,117.71,409.03,1400.01,596.21,449.78,603.15,322.87,603.57,604.46,169.73,,
5075,76.57,143.09,114.96,142.97,125.58,118.91,412.43,1418.56,601.95,453.99,610.23,325.25,607.5,610.88,171.74,,
5076,77.24,144.95,116.24,144.75,127.07,120.29,416.78,1437.37,607.88,458.28,620.74,327.21,614.32,617.07,173.63,,
5077,78.26,146.98,117.51,146.19,128.42,121.62,420.62,1455.08,617,464.19,627.96,329.15,621.36,621.73,175.56,,
5078,79.22,149.4,119.15,147.93,129.68,122.94,424.31,1473.47,623.79,469.4,635.56,331.99,628.19,625.65,177.31,,
5079,79.76,151.73,120.5,149.11,131.22,124.13,427.48,1488.08,628.34,474.89,643.89,334.22,633.67,632.49,179.19,,
5080,80.57,154.02,121.65,150.77,132.65,126.01,431.58,1507.65,634.93,480.78,648.64,336.62,638.26,637.04,181.12,,
5081,81.31,156.23,123.48,152.18,134.36,127.6,434.03,1528.53,640.81,485.24,654.55,341.01,645.4,642.24,183.16,,
5082,81.86,158.46,124.44,153.46,135.74,128.92,436.86,1546.87,645.96,490.22,663.46,344.14,649.22,647.82,185.13,,
5083,82.63,160.68,125.94,155.16,137.35,130.27,440.42,1563.87,652.33,494.28,668.72,345.34,657.07,653.83,186.92,,
5084,83.41,162.8,127.9,156.53,138.8,131.8,442.64,1581.02,657.27,498.78,675.65,347.94,663.62,658.6,188.83,,
5085,84.54,165.2,129.24,158.2,140.14,132.99,446.09,1602.29,662.6,503.54,680.78,349.58,669.58,664.46,190.79,,
5086,85.11,167.31,130.73,159.73,141.58,134.34,449.84,1622.38,668.05,509.16,689.87,352.34,673.22,672.02,192.82,,
5087,85.89,169.49,131.93,161.17,143.57,135.83,454.55,1639.72,677.23,513.61,695.67,354.72,678.26,675.31,194.86,,
5088,86.74,171.5,133.34,162.79,145.08,137.43,457.25,1656.77,682.67,519.19,702.42,357.91,682.99,680.5,196.85,,
5089,87.58,174.07,135.02,164.28,146.79,138.56,461,1679.13,688.1,523.04,707.91,361.04,689.35,685.79,198.58,,
5090,88.42,176.34,136.27,165.79,148.06,139.99,465.05,1697.13,693.42,525.81,715.06,362.61,694.82,692.13,200.48,,
5091,89.45,178.94,137.69,167.41,149.68,141.3,467.33,1717.36,699.56,529.88,722.34,364.06,699.72,697.01,202.65,,
5092,90.58,181.15,139.35,168.81,150.81,142.79,470.77,1734.84,705.73,534.8,727.66,365.77,704.96,703.19,204.77,,
5093,91.29,183.07,140.98,170.32,152.08,144.58,474.98,1756.33,713.3,540.36,733.95,368.52,711.7,708.6,206.66,,
5094,92.12,185.31,142.16,171.91,153.61,145.78,478.87,1774.66,716.81,546.23,741.33,372.25,716.56,713.67,208.75,,
5095,92.79,187.51,143.43,173.29,155.33,146.89,482.59,1793.59,722.82,550.54,746.9,373.65,724.17,720.36,210.8,,
5096,93.54,189.65,144.36,174.67,157.1,148.28,485.3,1812.32,726.04,555.62,754.14,375.97,730.74,727.4,212.69,,
5097,94.26,191.79,145.72,176.28,158.34,149.5,488.39,1831.58,731.42,558.49,760.92,378.15,732.86,733.21,214.81,,
5098,95.17,194.06,147.03,177.65,159.76,150.5,492.19,1849.79,738.89,560.93,767.72,379.36,737.35,738.29,216.81,,
5099,95.87,196.21,148.47,178.86,161.23,152.08,495.42,1868.88,745.27,565.45,774.06,382.52,741.08,744.36,218.78,,
5100,96.71,198.7,149.75,180.15,162.72,153.4,500.82,1887.95,750.3,568.54,780.86,385.88,745.66,749.84,220.81,,
5101,97.54,200.99,150.96,181.76,164.28,155.26,503.28,1905.21,756.39,573.4,785.25,388.43,752.21,754.96,222.94,,
5102,98.42,203.27,152.28,183.22,165.48,156.8,505.9,1922.98,761.69,577.15,792.25,390.19,756.68,758.66,224.97,,
5103,99.15,205.33,153.62,184.66,166.93,158.13,508.34,1945.73,766.87,580.81,797.63,393.13,762.48,763.87,226.99,,
5104,99.91,207.87,155.04,186.2,168.54,159.54,513.12,1962.8,772.72,586.13,802.39,394.67,771.2,767.91,229.14,,
5105,100.66,209.99,156.53,187.7,169.99,161.11,515.39,1982.32,778.51,589.57,808.59,396.76,775.23,773.84,231.09,,
5106,101.35,212.08,158.03,189.15,171.41,162.82,519.53,1999.61,782.67,593.03,815.5,399.64,779.18,780.61,233.08,,
5107,101.95,214.03,159.83,190.57,173.13,164.61,524.39,2019.4,789.66,598.21,822.44,401.04,782.68,786.01,235.11,,
5108,102.34,216.35,161.24,192.15,174.5,165.81,526.33,2035.05,793.87,601.89,827.85,402.51,787.33,791.16,237.16,,
5109,103.07,218.38,162.79,193.55,176,167.43,527.88,2059.07,800,606.7,835.37,404.15,792.97,797.65,239.21,,
5110,103.92,220.63,164.03,195.1,177.41,168.69,530.67,2076.27,804.46,609.58,841.71,405.93,798.64,803.57,241,,
5111,104.72,222.92,165.44,196.44,178.76,170.01,532.72,2095,809.37,614.55,847.68,408.95,803.42,808.74,242.91,,
5112,105.42,225.11,166.73,198.2,179.8,171.41,534.45,2114.67,815.12,618.77,853.91,410.83,807.62,814.67,244.87,,
5113,106.14,227.19,167.94,199.94,181.45,172.84,536.9,2135.5,820.41,623.25,860.5,413.6,812.49,819.19,246.79,,
5114,106.78,229.73,169.33,201.43,182.65,174.28,541.83,2154.54,825.44,627.8,867.37,414.92,816.96,822.83,248.6,,
5115,107.48,231.83,170.6,202.84,184.24,175.74,543.96,2174.6,831.22,632.52,873.95,417.4,822.54,828.02,250.74,,
5116,108.31,234.2,172.11,204.59,185.54,177.07,549.14,2193.62,836.58,636.79,879.2,419.53,827.96,833.04,252.88,,
5117,108.88,236.31,173.32,205.88,187.23,178.67,550.93,2214.5,841.13,639.43,885.45,421.66,833.58,839.26,254.92,,
5118,109.48,238.45,174.81,207.37,188.5,180.08,554.03,2235.69,846.23,642.47,893.42,422.76,839.6,845.28,256.85,,
5119,109.91,240.56,176.17,208.67,189.82,181.71,557.8,2255.42,850.78,645.84,899.17,423.66,843.71,851.55,259.28,,
5120,110.55,242.64,177.66,210.4,191.22,183.16,561.34,2275.16,856.44,650.76,904.49,425.82,849.19,855.96,261.32,,
5121,111.07,244.86,178.96,211.58,192.51,184.86,564.03,2290.68,863.08,655,910.06,428.22,852.7,861.02,263.29,,
5122,111.79,246.96,180.3,213.18,193.69,186.27,565.44,2308.77,867.53,659.6,915.64,430.52,858.2,864.68,265.39,,
5123,112.32,249.43,181.95,214.82,195.45,187.61,570.01,2328.33,870.01,662.08,924.94,431.38,863.51,871.3,267.5,,
5124,112.87,251.45,183.27,216.28,197.1,189.33,573.33,2343.95,875.06,665.31,929.44,432.15,866.56,876.61,269.51,,
5125,113.45,253.75,184.49,217.57,198.15,190.89,576.64,2365.04,878.68,668.43,937.01,435.08,871.59,880.27,271.64,,
5126,114.21,255.98,186.19,219.07,199.35,192.2,580.01,2383.46,885.88,672.99,942.99,436.99,878.25,886.68,273.69,,
5127,114.72,258.74,187.66,220.31,201.27,193.88,582.15,2402.69,890.94,677.35,949.39,438.69,881.65,892.52,275.74,,
5128,115.48,260.91,189.1,222.04,202.62,195.1,585.64,2422.81,897.73,681.35,956.13,441.5,885.15,899.75,277.73,,
5129,116.13,263.43,190.65,223.84,204.13,196.38,587.8,2440.63,902.3,684.2,962.36,442.66,890.39,904.59,279.55,,
5130,116.76,265.4,191.92,225.21,205.48,197.78,589.61,2457.4,905.97,688.01,966.19,444.89,894.67,909.61,281.6,,
5131,117.39,267.55,193.57,226.71,206.75,199.38,591.81,2480.68,911.1,692.81,973.47,446.77,899.5,912.99,283.51,,
5132,118.41,270.13,195.06,228.07,208.24,200.89,594.89,2496.6,916.55,694.42,977.23,449.58,906.86,917.45,285.52,,
5133,119.18,272.23,196.51,229.5,209.88,202.21,596.71,2518.65,921.19,699.14,985.64,450.54,910.38,921.51,287.65,,
5134,119.78,274.83,197.68,231.4,211.08,203.74,598.47,2535.45,926.68,702.5,992.63,451.8,913.51,927.8,289.68,,
5135,120.69,277.14,199.09,233.39,212.54,205.18,602.23,2558.39,933.12,705.28,999.3,453.85,918.84,932.67,291.81,,
5136,121.39,279.79,200.4,235.01,214.23,206.53,604.19,2577.57,937.36,708.05,1004.71,457.21,925.26,937.08,293.84,,
5137,121.99,281.91,202.03,236.38,215.68,207.92,607.49,2596.5,942.81,711.6,1010.08,458.35,928.53,943.2,295.68,,
5138,123.16,284.21,203.63,238.36,217.24,209.24,609.9,2615.44,945.59,716.65,1015.86,460.41,932.38,946.54,297.64,,
5139,123.75,286.55,204.68,239.75,218.24,210.72,614.11,2636.16,949.08,720.25,1022.16,463.08,938.28,950.73,299.63,,
5140,124.39,289.27,205.97,241.95,219.93,212.02,615.81,2654.71,955.3,724.75,1027.04,464.25,943.46,955.68,302.07,,
5141,125.08,291.54,207.68,243.42,221.76,213.79,618.45,2676.9,961.78,727.33,1033.24,466.26,948.36,959.4,304.19,,
5142,125.58,293.94,209.47,245.01,223.49,215.03,621.5,2694.11,966.54,730.85,1039.43,468.81,954.59,964.79,306.33,,
5143,126.21,295.73,210.63,246.61,224.97,216.43,623.66,2714.07,971.94,734.41,1046.22,470.93,958.52,972.26,308.48,,
5144,127.01,297.88,212.07,248.4,226.39,217.98,625.77,2732.29,976.92,739.4,1051.85,472.56,963.35,976.04,310.19,,
5145,127.81,300.45,213.34,250.2,227.93,219.77,628.85,2752.71,979.89,743.15,1059.17,475.03,967.38,982.23,312.32,,
5146,128.68,302.81,215.09,251.7,229.46,220.98,631.07,2773.95,984.78,746.58,1064.71,476.2,973.78,986.23,314.44,,
5147,129.35,304.85,216.73,253.16,230.87,222.9,634.14,2793.4,990.75,749.25,1071.92,476.7,979.02,989.94,316.22,,
5148,130.09,307.14,218.17,255.03,232.33,224.1,635.77,2811.09,994.04,751.15,1076.46,479.01,984.47,994.86,318.32,,
5149,130.52,309.18,219.63,256.54,233.64,225.47,638.09,2831.2,999.6,752.34,1082.56,480,989.47,999.75,320.45,,
5150,131.44,311.56,220.85,258.01,235.08,226.82,640.58,2850.97,1003.57,756.96,1090.6,481.12,994.59,1006.04,322.31,,
5151,132.41,313.85,221.98,259.74,236.34,228.29,642.95,2870.59,1009.11,762.78,1096.83,483.6,999.8,1012.06,324.54,,
5152,132.96,316.02,223.46,261.49,237.78,229.7,644.89,2888.17,1013.71,767.35,1102.9,485.06,1002.82,1016.29,326.6,,
5153,133.88,318.36,224.75,263.08,238.99,231.42,647.39,2910.66,1016.84,769.35,1108.85,487.94,1006.95,1019.71,328.59,,
5154,135.19,320.83,226.46,264.79,240.74,232.64,651.36,2926.56,1021.04,772.59,1113.12,489.36,1013.95,1025.23,330.45,,
5155,136.17,323.17,227.76,266.77,242.14,234.13,654.23,2949.22,1026,775.09,1118.11,491.25,1017.59,1029.55,332.34,,
5156,137.06,325.53,229.38,268.28,243.8,235.86,656.06,2966.1,1034.45,777.13,1122.19,493.11,1021.49,1034.44,334.44,,
5157,137.99,327.58,231.07,269.72,245.12,237.49,659.07,2986.8,1039.18,779.87,1131.1,495.23,1025.59,1040.29,336.84,,
5158,138.76,329.73,232.42,271.19,246.73,238.65,661.14,3004.02,1044.11,784.83,1138.22,497.17,1028.94,1044.03,339.06,,
5159,139.38,332.15,234.06,272.88,248.65,240.33,663.87,3024.32,1047.7,788.22,1141.94,497.65,1034.58,1050.37,341.23,,
5160,140.2,334.43,235.65,274.21,249.97,241.63,667.08,3045.4,1051.84,790.95,1146.81,499.29,1038.62,1054.75,343.15,,
5161,141.07,336.95,237.16,275.98,251.13,243.04,669.18,3063.44,1057.11,795.44,1149.84,500.91,1042.33,1060.14,345.53,,
5162,141.99,339,238.42,277.88,252.92,244.57,672.44,3083.39,1062.65,798.3,1157.87,502.55,1047.65,1065.35,347.71,,
5163,142.76,341.29,239.71,279.8,254.19,245.7,675.29,3103.11,1064.91,799.86,1164.3,504.41,1053.44,1070.69,349.84,,
5164,143.75,343.3,241.01,281.27,255.89,247.17,678.48,3124.13,1069.88,803.47,1168.84,505.72,1058.48,1075.63,352.01,,
5165,144.4,345.38,242.39,282.94,257.27,248.72,681.06,3145.19,1075.77,806.16,1175.19,508.03,1063.35,1079.12,354.05,,
5166,145.41,347.52,243.74,284.74,258.24,249.98,684.14,3162.38,1079.75,809.69,1180.08,509.75,1066.72,1083.69,356.3,,
5167,146.25,350.11,244.99,286.35,259.79,251.41,688.16,3184.71,1084.4,812.6,1184.76,511.48,1070.3,1088.14,358.45,,
5168,147.19,352.61,246.09,287.87,261.37,253.12,690.09,3205.53,1090.47,815.07,1189.92,514.43,1073.71,1093.79,360.49,,
5169,148.11,354.53,247.55,289.63,263.07,254.31,691.54,3224.45,1094.94,817.88,1196.37,515.98,1078.27,1099.24,362.49,,
5170,148.82,357.19,249.12,291.16,264.66,255.78,694.13,3243.18,1097.73,821.31,1204.15,516.63,1083.39,1103.02,364.34,,
5171,149.8,359.55,250.82,292.94,266.05,257.14,695.97,3261.95,1101.48,824.6,1209.05,517.83,1087.57,1107.17,366.35,,
5172,150.4,362.01,252.27,294.27,267.62,258.55,698.53,3283.42,1105.7,828.23,1215.01,519.24,1092.56,1111.51,368.3,,
5173,151.18,364.4,253.88,295.83,269.41,259.91,700.7,3303.3,1112.68,830.91,1219.94,521.71,1096.99,1116.33,370.34,,
5174,151.99,366.88,255.18,297.61,271.15,261.58,703.14,3321.63,1119.13,833.7,1225.63,524.3,1101.19,1121.56,372.36,,
5175,152.64,368.93,256.4,299.17,272.81,262.62,704.29,3340.8,1123.31,837.69,1230.47,525.06,1107.11,1126.36,374.55,,
5176,153.39,370.7,257.84,300.66,274.17,264.37,707.44,3358.72,1128.22,840.07,1236.9,527.74,1110.71,1129.9,376.71,,
5177,153.97,373.19,259.19,302.45,275.79,265.88,708.83,3379.2,1131.6,841.91,1241.83,529.29,1116.1,1135.42,378.61,,
5178,154.84,375.68,260.64,303.96,277.58,267.43,711.63,3398.77,1135.37,843.77,1248.2,531.43,1121.01,1141.24,380.44,,
5179,155.78,378.11,262.36,305.94,279.22,268.81,714.12,3416.81,1137.47,847.08,1252.43,533.55,1126.49,1145.19,382.22,,
5180,156.7,380.75,263.88,307.82,280.71,270.51,717.03,3440.95,1141.36,848.96,1256.15,535.13,1130.97,1150.1,384.25,,
5181,157.34,383.11,265.04,309.53,282.19,271.87,719.5,3457.24,1146.21,850.81,1262.31,537.77,1135.14,1155.92,386.35,,
5182,158.11,385.62,266.7,311.61,283.91,273.57,722.2,3480.29,1149.76,856.71,1268.42,539.65,1138.58,1161.66,388.5,,
5183,158.75,388,268.1,313.44,285.26,275.24,723.76,3498.13,1155.6,859.99,1273.55,539.92,1141.87,1165.35,390.87,,
5184,159.84,390.52,269.45,315.41,286.74,276.77,726.05,3517.46,1162.15,862.86,1279.67,540.55,1146.07,1169.64,393.08,,
5185,160.88,392.79,271.15,317.48,288.16,278.14,729.11,3538.7,1166.09,865.65,1284.7,541.61,1150.28,1175.62,395.17,,
5186,161.74,395.03,272.53,319.35,289.64,279.89,731.4,3557.42,1169.44,870.15,1290.88,542.23,1154.79,1180.03,397.23,,
5187,162.71,397.59,273.66,320.78,291.23,281.09,733.9,3579.55,1173.47,873.49,1295.72,544.04,1158.3,1183.51,399.39,,
5188,163.49,399.44,275.07,322.86,292.6,282.49,735.94,3595.3,1178.92,876.95,1301.78,545.3,1164.13,1187.82,401.58,,
5189,164.11,402.04,276.55,324.4,294.09,284.01,738.93,3617.53,1182.64,879.27,1306.31,546.2,1167.75,1192.03,403.41,,
5190,164.89,404.14,277.78,326.04,295.61,285.68,740.59,3637.46,1189.81,882.27,1312.21,548.78,1172.52,1194.59,405.63,,
5191,165.76,406.3,279.12,327.81,297.51,286.94,743.93,3656.69,1192.91,883.86,1317.87,549.8,1177.08,1200.3,407.49,,
5192,166.48,408.63,280.44,329.85,298.79,288.5,746.09,3677.17,1198.83,885.7,1324.54,551.67,1182.64,1203.53,409.68,,
5193,167.19,411.35,282.07,331.78,300.48,289.74,747.94,3695.94,1202.83,887.28,1329.3,553.41,1186.37,1207.12,411.67,,
5194,168.58,413.99,283.51,333.62,301.64,290.9,751.14,3714.98,1207.67,889.84,1336.13,553.93,1190.22,1213.13,413.62,,
5195,169.74,416.45,285.26,335.3,303.09,291.94,753.08,3732.7,1210.36,894.22,1341.03,556,1195.5,1218.18,415.88,,
5196,170.51,418.85,286.56,336.97,304.94,293.41,755.45,3754.98,1215.76,898.28,1346.93,559.92,1199.12,1222.95,417.82,,
5197,171.54,421.08,288.06,338.85,306.38,294.84,756.21,3771.97,1218.99,901.44,1349.12,562.78,1203.49,1227.04,420.08,,
5198,172.21,423.4,289.14,340.85,308.02,296.11,758.64,3791.78,1223.17,903.21,1355.32,564.6,1206.98,1231.13,422.01,,
5199,173,425.66,290.5,342.77,309.34,297.79,760.79,3811.52,1229.33,906.77,1361.27,566.58,1212.56,1235.99,424.09,,
5200,173.78,427.77,291.86,345.12,311.05,299.68,762.12,3827.2,1233.54,909.96,1367.23,569.49,1217.38,1241.26,425.97,,
5201,175,429.89,293.28,346.94,312.46,301.44,764.11,3850.54,1238.13,912.62,1372.95,571.98,1220.84,1245.54,428.08,,
5202,176.3,432.25,295.07,348.58,313.63,302.74,765.76,3869.62,1243.93,915.45,1376.13,573.39,1226.01,1249.3,430.08,,
5203,177.51,435,296.56,350.74,315.1,304.45,769.07,3890.78,1246.86,918.08,1380.69,575.55,1230.45,1254.61,432.09,,
5204,178.49,437.68,298.09,352.55,316.44,305.86,770.79,3908.03,1251.72,921.18,1386.1,577.97,1235.65,1259.72,434.32,,
5205,179.4,440.33,299.5,354.07,317.49,307.7,773.44,3928.83,1255.69,924.09,1392.57,579.4,1237.31,1263.01,436.51,,
5206,180.25,442.75,301.06,355.69,318.76,309.36,775,3946,1259.36,926.38,1398.42,580.36,1244.77,1267.61,438.42,,
5207,181.27,445.03,302.26,357.42,320.29,310.73,776.97,3969.48,1263.69,929.63,1403.62,582.57,1248.01,1271.13,440.21,,
5208,182.13,447.26,303.7,359.19,321.73,312.02,778.35,3990.31,1269.08,932.19,1408.63,583.68,1252.28,1276.94,441.94,,
5209,183.3,449.49,305.02,361.23,323.02,313.42,780.29,4010.48,1273.26,935.31,1410.74,585.08,1255.6,1281.42,444.07,,
5210,184.41,452.03,306.41,363.1,324.63,314.92,782.07,4030.21,1278.18,938.7,1416.12,587.2,1259.01,1284.57,446.59,,
5211,185.7,454.24,307.88,364.81,326.04,316.7,785.01,4049.36,1281.54,940.84,1420.49,590.19,1262.94,1287.86,448.74,,
5212,186.72,456.66,309.29,366.52,327.77,318.26,787.24,4068.52,1286.41,943.72,1428.13,590.55,1269.07,1292.5,450.79,,
5213,187.88,458.88,310.53,368.54,329.22,319.68,790.28,4086.97,1288.85,945.48,1435.06,593.12,1275.7,1296.34,452.92,,
5214,188.91,461.19,312.01,370.11,330.81,321.36,793.88,4108.49,1292.73,949.36,1441.9,595.25,1277.62,1302.15,454.9,,
5215,189.85,463.8,313.37,371.94,332.34,322.57,795.47,4129.48,1298.79,952.55,1446.18,598.39,1282.5,1304.49,456.94,,
5216,190.75,465.91,315.01,373.61,333.73,324.01,797.28,4146.53,1302.74,954.13,1450.08,599.1,1288.13,1308.25,459.1,,
5217,191.62,468.85,316.37,375.62,335.17,325.31,799.23,4168.42,1307.73,956.87,1456.66,602.1,1290.42,1314.24,461.2,,
5218,192.74,471.19,317.83,377.34,336.76,326.46,801.76,4187.9,1313.77,959.99,1461.61,604.72,1295.81,1318.18,463.33,,
5219,193.66,473.17,319.35,379.46,338.09,328.08,804.42,4205.64,1317.27,961.96,1467.42,606.98,1300.21,1323.04,465.13,,
5220,194.72,475.26,320.92,381.13,339.67,329.44,806.13,4225.02,1319.57,965.49,1470.94,607.86,1304.75,1329.58,466.92,,
5221,195.76,477.84,322.64,383.13,340.97,330.89,809.18,4244.45,1325.45,967.11,1475.51,609.49,1309.53,1334.15,468.67,,
5222,196.54,480.23,323.85,384.97,342.51,332.67,811.03,4266.02,1329.38,971.84,1480.27,611.79,1312.98,1337.93,470.59,,
5223,197.17,482.6,325.29,386.68,344.23,334.33,814.88,4286.04,1333.54,974.67,1484.22,614.65,1318.34,1341.63,472.64,,
5224,198.12,484.68,326.89,388.73,345.45,335.82,817.1,4303.69,1338.83,976.61,1490.93,616.82,1322.77,1346.84,474.9,,
5225,199.02,487.38,328.26,390.91,346.97,337.42,818.7,4323.11,1343.76,980.98,1495.6,619.66,1326.46,1349.54,477.23,,
5226,199.96,489.93,329.59,392.68,348.38,338.9,820.59,4344.27,1349.4,982.28,1501.61,621.33,1331.38,1354.54,479.42,,
5227,200.88,492.23,331.16,394.33,349.97,340.05,821.49,4363.72,1354.09,983.82,1508.11,623.17,1336.13,1359.95,481.44,,
5228,201.7,494.8,332.73,396.66,351.21,341.31,824.89,4385.15,1360.23,986.99,1512.1,625.8,1338.21,1363.67,483.5,,
5229,202.83,496.93,333.72,398.17,352.77,342.72,825.94,4403.89,1362.7,988.69,1515.07,628.34,1343.1,1368.47,485.65,,
5230,203.5,499.29,335.15,400.34,354.09,344.46,828.56,4423.71,1365.71,990.97,1521.6,630.48,1346.14,1372.36,487.76,,
5231,204.22,501.76,337.19,402.02,355.46,345.9,831.95,4444.87,1369.32,993.24,1526.72,633.27,1350.65,1376.01,490.04,,
5232,204.94,504.13,338.57,404,356.97,347.37,834.12,4463.81,1373.15,998.5,1532.82,634.22,1355.82,1380.26,492.07,,
5233,205.75,506.48,339.51,405.41,358.36,348.74,836.55,4484.49,1376.79,1001.17,1539.15,634.84,1359.47,1384.12,493.89,,
5234,206.35,508.75,340.76,407.3,359.93,350.27,838.95,4503.52,1379.7,1005.65,1542.68,636.37,1363.52,1388.51,495.91,,
5235,206.98,511.15,342.18,409.28,361.33,351.7,841.08,4525.52,1385.86,1007.56,1546.75,638.11,1366.26,1395.13,497.83,,
5236,207.82,513.46,343.24,411.08,362.71,353.14,844.19,4544.1,1390.44,1010.51,1549.88,641.07,1372.39,1398.83,500.09,,
5237,208.82,515.95,344.52,412.76,363.74,354.52,847.49,4566.46,1397.79,1012.61,1556.02,643.44,1377.43,1402.06,502.3,,
5238,209.85,518.39,345.73,414.08,365.39,356.61,851.36,4586.7,1403.12,1015.73,1559.46,646.44,1381.33,1407.39,504.63,,
5239,211.22,520.77,347.19,416.02,366.65,358.01,852.88,4608.24,1406.41,1019.29,1564,647.07,1384.96,1411.79,506.75,,
5240,212.72,522.83,347.95,417.82,368.24,359.46,856.09,4626.2,1409.53,1022.03,1568.71,648.21,1388.89,1415.58,508.6,,
5241,213.46,525.37,349.72,419.58,369.38,360.95,857.58,4646.1,1412.41,1024.37,1572.77,650.42,1392.26,1419.26,510.79,,
5242,214.32,527.52,350.54,421.28,370.46,362.39,861.52,4668.02,1416.16,1026.38,1578.26,652.3,1398.06,1422.37,512.75,,
5243,215.12,529.82,352.37,422.98,371.93,363.56,864.6,4689.75,1419.64,1028.64,1583.04,654.92,1406.17,1426.04,514.82,,
5244,215.92,532.44,353.28,424.81,373.4,365.38,865.9,4706.87,1423.64,1031.16,1589.53,658.3,1410.61,1431.84,517.15,,
5245,217.03,534.72,354.36,426.57,375.2,366.7,867.51,4728.15,1426.97,1035.87,1594.64,660.87,1412.96,1436.23,519.39,,
5246,217.89,536.53,355.4,428.16,376.97,368.3,870.05,4746.98,1431.83,1039.84,1600.08,665.05,1416.68,1439.69,521.63,,
5247,218.89,539.34,357.03,429.79,378.38,370.01,872.19,4763.44,1438.11,1041.26,1604,668.14,1420.5,1444.36,523.85,,
5248,219.73,542.02,358.2,431.42,379.42,371.27,876.02,4787.32,1442.41,1045.24,1608.5,671.01,1423.69,1449.08,526.2,,
5249,220.64,544.59,359.26,432.88,380.91,372.31,877.85,4806.32,1447.4,1047.04,1612.83,673.95,1427.37,1451.75,528.24,,
5250,221.78,546.91,360.55,434.22,382.54,373.73,881.08,4826.41,1450.29,1049.26,1618.15,676.56,1431.05,1456.67,530.27,,
5251,222.91,549.46,362.11,435.86,383.98,374.81,884.43,4846.53,1456.26,1051.98,1623.02,679.51,1435.3,1460.76,532.31,,
5252,223.93,552.21,363.48,437.51,385.16,376.42,886.7,4866.83,1459.6,1054.35,1627.5,682.63,1440.37,1466.23,534.62,,
5253,225.06,554.47,364.83,439.17,386.9,377.94,890.24,4886.25,1464.78,1057.42,1632.66,687.25,1445.84,1470.55,536.58,,
5254,226.06,556.74,366.01,440.84,388.13,379.45,893.53,4908.05,1468.72,1059.76,1636.75,689.42,1449.41,1476.91,538.65,,
5255,226.88,559.24,367.56,442.3,389.18,380.64,896.79,4927.71,1472.91,1063.7,1641.75,692,1453.52,1482.52,540.64,,
5256,227.56,561.54,369.19,444.61,390.46,382.13,898.67,4945.73,1477.89,1065.35,1646.6,695.58,1457.76,1486.32,542.94,,
5257,228.13,563.63,370.28,446.44,391.96,383.79,900.38,4964.55,1482.55,1067.88,1651.01,698.18,1461.45,1489.19,545.07,,
5258,229.12,565.81,371.83,448.23,393.37,384.96,902.99,4986.72,1486.75,1072.56,1654.77,701.84,1466.46,1493.47,547.09,,
5259,230.19,568.02,372.85,450.01,394.61,386.5,905.25,5002.87,1490.85,1074.49,1660.6,703.59,1472.38,1495.57,549.29,,
5260,231.08,570.44,374,452,396.1,388.05,909.55,5022.15,1497.12,1078.18,1664.54,705.64,1476.48,1499.78,551.66,,
5261,231.67,572.58,375.29,453.57,397.43,388.96,912.88,5039.52,1500.95,1081.8,1668.59,708.36,1480.65,1504.57,553.93,,
5262,232.74,575.32,376.73,455.54,398.65,390.11,915.36,5059.76,1503.85,1083.85,1673.95,709.7,1483.78,1509.4,556.14,,
5263,233.51,577.81,377.53,457.41,400.2,391.86,917.03,5080.11,1508.08,1086.76,1680.41,712.44,1488.16,1516.76,558.48,,
5264,234.47,579.99,378.89,458.85,401.52,393.24,919.95,5097.9,1513.05,1089.52,1685.28,715.53,1491.42,1521.08,560.34,,
5265,235.8,582.34,380.05,461.03,403.06,394.41,922.07,5118.5,1518.09,1092.22,1689.22,716.97,1498.12,1525.53,562.45,,
5266,236.65,584.67,381.38,462.86,404.56,395.86,925.2,5138.29,1520.85,1095.53,1696.26,718.49,1502.85,1527.38,564.37,,
5267,237.63,587.02,383.22,464.56,406.15,397.09,928.59,5157.12,1525.95,1098.18,1701.49,721.84,1507.13,1530.18,566.71,,
5268,238.93,590.01,384.87,466.46,407.44,398.76,932.25,5179.33,1529.34,1100.29,1706.87,725.54,1511.79,1534.74,568.67,,
5269,240.78,592.39,386.32,468.55,408.71,400.22,935.19,5198.73,1533.83,1102.02,1710.23,729.78,1516.24,1541.16,570.85,,
5270,242.17,594.68,387.53,470.33,410.45,401.78,937.54,5217.28,1538.01,1104.02,1715.61,730.89,1519.5,1547.26,572.96,,
5271,243.18,597.54,389.44,472.59,411.82,403.3,940.23,5238.95,1543.16,1107.57,1719.21,733.23,1521.63,1553.29,574.93,,
5272,244.04,599.99,390.68,474.38,413.69,404.7,942.54,5255.25,1547.59,1112.29,1724.16,734.87,1525.83,1557.09,577.13,,
