target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
5663,844.54,1608.99,1048.89,1311.97,1084.85,1046.68,2865.87,13220.04,3387.61,2867.64,3882.27,2516.97,3400.32,3399.6,1442.65,,
5664,846.44,1611.94,1050.18,1314.25,1087.83,1048.66,2871.74,13241.24,3393.45,2874.03,3886.35,2523.87,3406.22,3406.92,1444.79,,
5665,848.39,1614.91,1052.13,1316.16,1089.66,1050.14,2878.45,13262.78,3398.58,2879.4,3893.9,2530.07,3409.34,3411.76,1447.04,,
5666,850.5,1617.55,1054.02,1318.42,1091.85,1052.57,2886.31,13283.56,3405.31,2885.39,3901.6,2535.91,3417.5,3416.9,1449.59,,
5667,852.75,1620.31,1056.71,1320.56,1093.99,1055.2,2892.04,13303.8,3413.25,2892.52,3908.46,2539.85,3422.19,3423.39,1451.88,,
5668,854.86,1622.86,1058.35,1323.3,1096.57,1056.89,2899.61,13324.61,3418.42,2899.69,3914.47,2549.5,3427.04,3432.12,1454.54,,
5669,856.7,1625.54,1060.86,1325.78,1098.98,1058.84,2906.63,13347.27,3425.28,2904.2,3923.51,2555.7,3431.87,3438.58,1456.82,,
5670,858.05,1627.87,1063.06,1328.15,1100.94,1061.17,2913.43,13365.44,3432.88,2910.06,3931.78,2561.86,3437.56,3444.39,1459.11,,
5671,859.76,1630.38,1065.6,1330.9,1102.65,1062.79,2919.19,13387.03,3437.44,2915.01,3939.11,2566.52,3443.92,3452.25,1461.34,,
5672,861.69,1633.14,1067.61,1333.05,1105.75,1064.64,2925.73,13406.09,3443.31,2921.18,3944.34,2573.04,3448.82,3456.44,1463.57,,
5673,862.92,1636.39,1069.88,1334.95,1108.3,1067.52,2930.92,13428.64,3447.87,2928.22,3952.84,2581.12,3454.7,3463.36,1465.99,,
5674,864.57,1639.47,1071.67,1337.46,1110.24,1069.1,2938.76,13450.89,3455.4,2934.37,3957.83,2587.81,3461.88,3467.62,1468.26,,
5675,866.97,1642.38,1073.85,1340.3,1112.31,1071.03,2950.76,13470.01,3460.81,2942.85,3967.66,2593.28,3466.79,3475.62,1470.59,,
5676,868.79,1645.09,1075.93,1342.17,1114.46,1072.9,2957,13490.77,3468.78,2947.91,3973.57,2598.06,3471.95,3482.88,1472.82,,
5677,870.69,1647.32,1078.55,1344.56,1116.54,1075.04,2964.14,13511.9,3475.62,2955.74,3981.18,2603.11,3479.11,3487.08,1475.22,,
5678,872.64,1650.37,1080.71,1347.1,1118.58,1077.04,2972.38,13531.63,3479.54,2961.09,3985.99,2614.78,3483.22,3492.82,1477.26,,
5679,874.74,1653.23,1082.91,1349.77,1120.91,1078.9,2978.96,13553.35,3484.65,2964.68,3993.27,2621.44,3487.35,3498.71,1479.66,,
5680,876.55,1655.91,1084.74,1351.89,1122.88,1081.47,2982.95,13574.48,3490.85,2970.02,3996.7,2626.39,3495.87,3503.59,1482.2,,
5681,878.08,1658.86,1086.78,1354.13,1125.03,1083.56,2989.9,13594.08,3497.2,2975.88,4007.22,2634.39,3504.99,3508.95,1484.46,,
5682,879.97,1661.6,1088.64,1356.34,1127.59,1085.19,2994.47,13616.07,3504.01,2986.33,4018.54,2640.12,3509.77,3517.66,1486.74,,
5683,882.52,1664.23,1090.97,1359.02,1129.87,1087.49,3002.86,13635.8,3509.8,2990.69,4024.66,2645.41,3515.69,3523.76,1489.01,,
5684,884,1667.09,1092.49,1361.46,1131.99,1089.76,3010.97,13657.09,3515.42,2995.76,4031.56,2651.64,3521.17,3528.59,1491.82,,
5685,886.03,1669.78,1093.98,1363.87,1134.42,1091.18,3020.5,13678.35,3522.86,3001.81,4038.98,2656.85,3528.12,3535.26,1494.04,,
5686,888.05,1672.39,1095.89,1366.04,1136.58,1093.79,3026.99,13700.07,3528.93,3009.46,4045.44,2665,3533.15,3542.9,1496.24,,
5687,889.85,1674.93,1098.37,1368.39,1138.43,1095.98,3035.43,13721.5,3535.5,3017.54,4055.95,2672.29,3538.97,3547.88,1498.43,,
5688,891.8,1677.92,1100.43,1370.75,1141.07,1098.24,3041.15,13741.73,3540.29,3025.77,4064.19,2680.41,3546.01,3552.18,1500.58,,
5689,893.4,1680.22,1102.15,1373.45,1143.13,1100.27,3049.45,13761.57,3546.38,3030.28,4071.5,2688.19,3551.7,3558.47,1502.87,,
5690,895.82,1683.09,1104.23,1376.07,1145.24,1102.66,3056.15,13782.64,3554.92,3035.36,4078.5,2695.81,3555.73,3567.38,1504.78,,
5691,898.58,1685.46,1106.27,1378.18,1147.32,1104.65,3061.53,13803.23,3559.3,3040.56,4085.23,2700.81,3562.7,3573.37,1507.22,,
5692,900.38,1688,1108.54,1380.61,1149.69,1106.39,3069.83,13823.21,3565.93,3046.86,4091.22,2707.27,3566.81,3579.61,1509.67,,
5693,902.47,1690.46,1110.7,1382.63,1151.68,1108.93,3075.53,13846.27,3573.38,3052.45,4101.02,2715.21,3571.75,3585.04,1512.06,,
5694,904.71,1692.93,1112.52,1384.7,1153.39,1111.28,3081.01,13866.33,3578.59,3057.71,4106.77,2723.89,3578.38,3588.67,1514.5,,
5695,906.74,1695.94,1114.48,1387.07,1156.55,1113.37,3089.8,13888.42,3583.34,3062.79,4115.31,2729.81,3584.4,3596,1516.76,,
5696,908.82,1698.81,1116.64,1389.42,1158.71,1115.36,3098.6,13907.67,3590.23,3070.81,4123.45,2738.28,3591.97,3603.08,1519.02,,
5697,911.31,1701.74,1118.76,1391.98,1160.37,1118.09,3103.86,13930.88,3596.83,3076.07,4130.05,2745.6,3598.41,3607.97,1521.14,,
5698,913.24,1704.65,1121.16,1394.31,1162.64,1120.14,3112.79,13949.62,3603.69,3082.1,4138.42,2751.33,3602.36,3616.23,1523.5,,
5699,914.71,1707.03,1123.85,1396.84,1165.06,1121.94,3120.22,13971.26,3607.77,3090.95,4146.12,2757.17,3608.11,3624.75,1525.8,,
5700,917.33,1709.81,1125.6,1399.09,1166.95,1124.28,3126.38,13991.62,3615.26,3099.08,4154.67,2762.94,3611.97,3631.85,1527.81,,
5701,919.54,1712.12,1127.95,1401.23,1168.93,1126.25,3132.87,14013.33,3621.27,3106.06,4163.32,2768.06,3617.41,3637.47,1529.87,,
5702,922.09,1714.79,1129.63,1403.47,1170.91,1128.83,3140.37,14034.43,3627.04,3113.15,4171.04,2775.45,3624.87,3642.92,1532.21,,
5703,923.57,1717.4,1131.41,1405.66,1172.71,1131.19,3147.67,14055.89,3634.64,3117.37,4176.37,2785.53,3632.18,3647.55,1534.7,,
5704,925.58,1719.93,1133.45,1407.97,1174.73,1134.06,3154.85,14078.19,3640.51,3124.66,4183.84,2791.4,3636.22,3652.05,1536.69,,
5705,927.62,1722.62,1136.26,1410.49,1176.83,1136.27,3161.25,14098.18,3649.34,3128.91,4194.06,2798.17,3643.28,3662.35,1539.14,,
5706,929.79,1725.29,1138.38,1412.87,1179.04,1138.69,3166.55,14119.53,3653.81,3134.65,4200.93,2802.49,3647.77,3667.69,1541.31,,
5707,931.42,1727.75,1140.15,1415.3,1181.34,1140.98,3175.6,14140.41,3658.68,3142.62,4207.09,2807.85,3655.36,3672.48,1543.48,,
5708,933.57,1730.74,1142.04,1417.76,1182.92,1143.27,3181.48,14162.61,3663.52,3149.39,4212.51,2813.19,3663.11,3680.88,1545.83,,
5709,935.5,1733.39,1143.68,1420.55,1185.31,1145.49,3187.81,14184.57,3673.23,3157.09,4222.87,2819.88,3668.19,3685.05,1548.05,,
5710,937.58,1735.73,1145.66,1422.42,1187.21,1147.64,3197.27,14206.85,3678.6,3164.62,4232.64,2825.02,3674.82,3692.63,1550.55,,
5711,939.86,1738.72,1148.43,1424.86,1189.1,1149.68,3202.5,14227.9,3688.48,3171.28,4238.07,2831.87,3681.7,3700.8,1552.92,,
5712,942.02,1741.62,1150.53,1427.01,1190.98,1151.58,3210.14,14249.61,3697.49,3180.18,4243.44,2839.1,3685.05,3706.62,1555.29,,
5713,944.49,1744.28,1152.76,1429.26,1193.45,1154.45,3216.55,14268.93,3701.15,3185.82,4252.04,2843.62,3694.39,3712.82,1557.6,,
5714,946.81,1746.84,1155.37,1431.33,1195.63,1157.15,3223.22,14291.63,3705.74,3193.59,4258.39,2849.06,3699.55,3717.34,1560.01,,
5715,948.83,1749.7,1157.39,1433.31,1197.7,1159.18,3230.95,14314.02,3715.2,3200.62,4265.47,2854.58,3706.3,3724.27,1562.22,,
5716,951.03,1752.22,1159.85,1435.24,1199.81,1161.62,3235.64,14335.12,3722.62,3206.78,4273.31,2863.36,3711.9,3731.32,1564.73,,
5717,952.24,1754.8,1161.59,1437.35,1202.72,1163.74,3243.05,14354.61,3729.23,3216.64,4279.86,2874.53,3716.82,3737.51,1567.12,,
5718,954.98,1757.24,1163.9,1439.48,1205.21,1165.93,3250.12,14375.85,3735.28,3223.07,4289.03,2881.4,3723.93,3743.52,1569.05,,
5719,956.99,1759.85,1166.25,1442.16,1207.84,1167.92,3256.5,14399.21,3742.62,3227.41,4296.44,2888.15,3731.16,3750.67,1571.35,,
5720,958.72,1762.33,1167.91,1444.09,1209.66,1169.93,3269.14,14419.95,3746.08,3233.65,4303.04,2895.52,3737.33,3756.82,1573.56,,
5721,960.64,1764.92,1171.46,1446.26,1212.19,1172.17,3277.41,14441.56,3752.32,3241.26,4311.13,2903.61,3743.69,3763.11,1576.02,,
5722,962.79,1767.5,1173.68,1448.48,1214.41,1174.64,3285.49,14461.86,3759.51,3247.82,4320.49,2908.81,3752.46,3769.81,1578.25,,
5723,964.53,1769.99,1175.84,1450.78,1216.22,1176.68,3297.44,14483.57,3764.92,3254.28,4327.32,2915.65,3757.38,3775.48,1580.79,,
5724,966.78,1772.93,1177.75,1452.8,1218.5,1179.4,3305.72,14504.4,3771.94,3260.77,4335.99,2919.58,3763.52,3782.7,1582.96,,
5725,968.4,1775.65,1180.13,1455.19,1220.94,1181.14,3313.24,14526.55,3779.93,3265.9,4344.03,2928,3770.45,3789.68,1585.43,,
5726,970.53,1778.5,1181.59,1457.58,1222.67,1183.57,3319.89,14546.1,3786.35,3272.44,4352.12,2934.51,3774.35,3795.08,1587.78,,
5727,972.29,1781.3,1184.1,1460.34,1224.7,1186.02,3327.61,14567.73,3794.85,3282.08,4357.49,2942.18,3783.58,3803,1590.25,,
5728,974.53,1784.02,1185.83,1462.69,1226.95,1188.28,3335.01,14589.22,3801.48,3287.63,4363.94,2947.68,3789.41,3807.13,1592.61,,
5729,976.38,1786.78,1188.3,1465.02,1229.45,1190.56,3341.69,14608.81,3809.88,3293.69,4372.72,2953.51,3795.59,3813.55,1595.14,,
5730,978.74,1789.65,1190.8,1467.41,1231.22,1192.44,3346.67,14630.65,3815.1,3299.2,4382.8,2959.59,3804.37,3822.87,1597.47,,
5731,981.5,1792.22,1192.96,1469.68,1234.05,1194.37,3354.63,14653.31,3818.87,3306.69,4391.07,2967.5,3811.11,3826.77,1599.82,,
5732,983.18,1795.14,1194.72,1472.52,1236.41,1196.67,3364.1,14672.81,3825.68,3314.66,4398.71,2972.86,3818.8,3834.61,1602.09,,
5733,985.45,1798.08,1196.96,1475.05,1238.49,1199.12,3370.24,14691.37,3834.53,3320.48,4406.62,2981.58,3824.25,3841.03,1604.49,,
5734,987.57,1800.81,1199.19,1477.41,1240.7,1201.71,3377.86,14716.03,3841.77,3325.86,4416.27,2986.66,3831.3,3846.97,1606.8,,
5735,990.2,1803.47,1202.02,1480.19,1242.66,1204.03,3385.54,14732.31,3847.14,3335.25,4424.75,2994.75,3836.54,3851.82,1609.06,,
5736,992.04,1806.22,1204.56,1482.27,1245.03,1206.26,3393.18,14754.9,3853.93,3341.67,4432,3002.36,3842.24,3858.85,1611.41,,
5737,994.4,1808.77,1207.13,1485.02,1247.97,1208.11,3399.57,14775.79,3859.48,3348.75,4439.28,3008.18,3847.18,3866.16,1614.19,,
5738,996.35,1811.65,1209.42,1487.85,1249.99,1210.77,3407.26,14797.16,3866.72,3357.03,4445.82,3012.82,3855.97,3869.53,1616.81,,
5739,998.84,1814.43,1211.5,1490.42,1252.14,1213.07,3416.01,14819.32,3874.64,3360.92,4453.57,3019.8,3861.71,3876.95,1619.44,,
5740,1001.03,1816.89,1213.27,1492.95,1254.73,1215.48,3423.06,14841.89,3883.63,3366.53,4464.26,3026.24,3868.67,3881.6,1621.82,,
5741,1002.82,1819.66,1216.21,1495.87,1256.76,1217.5,3430.3,14864.73,3888.94,3372.47,4472.84,3035.37,3875.48,3889.83,1624.21,,
5742,1004.49,1822.31,1218.9,1498,1258.46,1219.61,3436.78,14886.1,3896.72,3379.85,4479.32,3041.93,3882.2,3894.96,1626.61,,
5743,1006.38,1825.1,1221.08,1501.18,1260.76,1221.53,3445.49,14906.97,3904.33,3388.74,4486.02,3050.51,3889.15,3901.51,1628.73,,
5744,1008.69,1828.06,1223.27,1503.15,1263.13,1224.1,3453.05,14926.97,3910.19,3398.53,4495.31,3054.69,3895.28,3908.84,1631.12,,
5745,1010.64,1830.71,1225.83,1505.86,1265.87,1226.09,3460.23,14946.21,3916.39,3405.13,4500.99,3061.81,3902.99,3916.67,1633.54,,
5746,1012.99,1833.82,1227.71,1507.67,1267.72,1228.56,3470.44,14966.61,3924.51,3409.58,4507.25,3069.2,3909.77,3922.59,1635.82,,
5747,1014.75,1836.71,1229.97,1510.3,1270.55,1230.72,3477.87,14988.03,3931.61,3418.41,4517.48,3076.29,3915.45,3929.39,1638.02,,
5748,1016.77,1839.34,1231.94,1512.49,1272.67,1232.88,3486.14,15009.6,3938.42,3424.08,4525.49,3081.88,3922.65,3935.98,1640.21,,
5749,1019.07,1842.64,1234.04,1515.07,1275.45,1235.2,3493.09,15029.18,3946.12,3430.07,4534.37,3088.5,3930.95,3943.45,1642.76,,
5750,1020.7,1845.77,1236.69,1517.72,1277.4,1237.09,3499.74,15051.56,3951.97,3437.42,4541.94,3093.92,3938.93,3951.62,1644.94,,
5751,1022.64,1848.86,1238.99,1519.89,1280.14,1239.67,3506.41,15070.98,3957.36,3444.61,4550.51,3103.09,3945,3956.16,1647.26,,
5752,1024.99,1851.33,1241.31,1522.4,1282.37,1242.3,3514.8,15093.06,3962.31,3450.43,4559.09,3108.66,3951.99,3962.57,1649.63,,
5753,1027.05,1854.65,1243.7,1524.68,1284.42,1244.34,3521.32,15114.81,3968.87,3458.18,4567.3,3118.2,3958.34,3968.65,1652.27,,
5754,1029.15,1857.49,1246.28,1527.32,1287.33,1246.53,3529.54,15134.92,3976,3466.65,4575.96,3124.45,3967.01,3978.49,1654.63,,
5755,1031,1860.01,1248.37,1529.83,1289.77,1248.69,3538.7,15157.1,3982.07,3473.66,4585.47,3130.91,3975.83,3985.11,1656.88,,
5756,1032.85,1862.47,1250.2,1532.73,1292.1,1250.66,3546.78,15179.6,3988.64,3484.28,4593.67,3137.27,3982.82,3991.03,1659.06,,
5757,1035.03,1865.3,1251.97,1534.8,1295.06,1252.86,3554.29,15196.98,3998.68,3491.05,4599.9,3146.45,3985.74,4000.62,1661.24,,
5758,1037.35,1868.45,1254.29,1537.35,1297.13,1255.05,3563.85,15219.51,4003.45,3498.02,4610.31,3151.63,3992.45,4007.95,1663.33,,
5759,1039.98,1871.39,1256.47,1539.71,1299.26,1257.09,3569.57,15239.22,4010.07,3503.97,4619.74,3158.95,3998.9,4014.61,1665.41,,
5760,1041.74,1874.24,1258.79,1541.78,1301.84,1259.27,3577.16,15263.61,4017.16,3510.77,4626.38,3166.22,4006.14,4022.1,1667.58,,
5761,1043.9,1877.25,1260.71,1544.2,1304.25,1262.55,3586.18,15286.96,4025.59,3517.62,4633.55,3173.87,4014.88,4029,1669.7,,
5762,1045.61,1880.33,1262.83,1546.61,1306.54,1265.21,3593.49,15305.46,4031.66,3523.82,4641.66,3179.63,4022.8,4034.82,1672.29,,
5763,1047.92,1883.08,1265.13,1549.29,1308.97,1267.44,3602.69,15328.7,4038.02,3531.09,4653.37,3183.84,4027.63,4040.04,1674.63,,
5764,1049.9,1885.74,1267.28,1551.41,1311.65,1269.87,3611.67,15348.95,4045.42,3537.79,4660.45,3191.19,4033.98,4049.38,1676.75,,
5765,1051.29,1888.69,1269.78,1554.35,1313.98,1272.3,3621.56,15369.25,4054.2,3546.08,4668.02,3199.7,4041.38,4056.7,1679.15,,
5766,1054.07,1891.59,1271.83,1557.2,1316.08,1274.73,3630.48,15389.32,4062.14,3551.99,4675.3,3206.27,4047.5,4064.63,1681.34,,
5767,1056.79,1894.2,1273.65,1559.84,1318.97,1276.94,3635.37,15411.48,4071.88,3560.59,4682.83,3215.36,4052.87,4069.94,1683.83,,
5768,1059.13,1896.65,1276.33,1562.12,1321.13,1279.21,3640.62,15432.1,4078.62,3567.85,4691.08,3221.6,4058.06,4076.54,1685.86,,
5769,1061.21,1899.23,1278.5,1564.64,1323.86,1282.05,3652.24,15451.73,4083.57,3573.63,4699.79,3229.27,4064.18,4081.59,1688.24,,
5770,1063.08,1901.99,1280.59,1567.06,1326.16,1284.55,3660.42,15473.32,4089.57,3579.57,4708.78,3238.7,4075.76,4087.66,1690.66,,
5771,1064.92,1905.45,1282.7,1569.93,1327.64,1286.58,3668.65,15494.54,4094.64,3588.69,4716.33,3245.28,4081.05,4096.12,1693.2,,
5772,1067.4,1908.97,1285.08,1572.13,1329.9,1288.57,3681.83,15516.46,4104.2,3594.97,4724.14,3252.63,4088.06,4104.66,1695.46,,
5773,1069.44,1911.81,1287.09,1575.12,1331.78,1290.96,3691.84,15535.48,4110.14,3601.28,4732.28,3259.94,4093.26,4112.1,1697.83,,
5774,1071.72,1914.86,1288.86,1578.11,1333.9,1292.79,3700.08,15557.99,4117.01,3609.68,4739.66,3264.85,4098.56,4121.52,1700.1,,
5775,1074.23,1917.92,1291.89,1580.39,1336.17,1296.15,3709.5,15578.79,4121.78,3617.77,4753.25,3272.12,4105.19,4128.76,1702.46,,
5776,1076.28,1920.51,1294.61,1583.13,1338.13,1298.62,3719,15601.29,4128.37,3623.75,4760.5,3279.03,4111.04,4135.08,1705.08,,
5777,1078.1,1923.52,1296.53,1585.2,1340.26,1300.41,3726.98,15621.37,4136.01,3630.12,4768.62,3286.83,4120.67,4143.91,1707.58,,
5778,1080.22,1926.24,1298.64,1587.25,1342.77,1302.54,3737.09,15640.45,4145,3637.05,4774.08,3296.27,4128.2,4151.39,1709.81,,
5779,1082.52,1928.73,1300.82,1589.63,1345.55,1305.37,3743.86,15665.14,4151.44,3648.1,4783.81,3303.89,4131.78,4156.72,1712.07,,
5780,1084.5,1931.26,1303.11,1592,1347.57,1307.75,3753.51,15685.76,4158.31,3653.06,4793.89,3310.96,4139.38,4161.49,1714.75,,
5781,1086.49,1933.91,1305.17,1594.58,1349.84,1310.84,3759.09,15707.85,4163.05,3660.39,4802.41,3319.5,4145.87,4165.43,1717.2,,
5782,1088.39,1936.62,1306.94,1597.22,1352.1,1313.39,3768.2,15730.29,4168.79,3666.28,4809.75,3324.48,4153.55,4175.79,1719.68,,
5783,1090.58,1939.25,1309.03,1599.59,1354.46,1315.52,3774.93,15749.55,4176.33,3674.66,4819.7,3331.26,4159.27,4182.56,1722.17,,
5784,1092.3,1942.21,1311.16,1602.54,1356.22,1318.12,3781.75,15771.7,4184.96,3680.6,4826.38,3342.02,4166.48,4189.63,1724.4,,
5785,1094.84,1945.17,1313.53,1604.88,1359.22,1320.7,3787.02,15790.96,4190.79,3690.85,4834.07,3350.19,4173.36,4196.69,1726.56,,
5786,1096.69,1947.86,1315.86,1607.22,1361.33,1322.85,3795.69,15813.69,4198.16,3696.24,4842.46,3358.06,4181.28,4203.91,1728.9,,
5787,1098.93,1950.73,1318.07,1609.56,1363.56,1324.96,3804.49,15835.12,4204.82,3701.49,4851.57,3364.68,4190.65,4212.14,1731.27,,
5788,1101.44,1953.73,1320.58,1611.97,1365.54,1326.87,3810.07,15857.09,4212.31,3712.11,4861.8,3372.84,4197.22,4217.5,1733.77,,
5789,1103.71,1957.11,1323.19,1614.38,1367.49,1328.85,3816.56,15877.65,4219.26,3718.94,4870.94,3382.29,4204.04,4224.53,1736.44,,
5790,1105.83,1959.9,1325.61,1616.99,1369.3,1331.33,3823.31,15897.88,4228.36,3725.98,4876.14,3387.08,4212.77,4229.34,1738.66,,
5791,1107.59,1962.66,1328.22,1619.49,1371.46,1332.94,3832.74,15921.15,4238.07,3733.57,4886.75,3394.4,4219.24,4237.47,1741.23,,
5792,1109.7,1966,1330.47,1622.7,1374.09,1335.27,3839.29,15939.42,4246.01,3742.34,4895.27,3400.44,4228.5,4243.8,1743.39,,
5793,1112.22,1968.86,1333.85,1625.04,1377.13,1338.15,3848.3,15963.57,4252.93,3749.58,4902.94,3408.82,4233.51,4251.6,1745.62,,
5794,1114.29,1971.73,1335.86,1628.01,1379.66,1340.76,3854.4,15984.56,4261.03,3755.83,4913.19,3415.8,4241.86,4266.7,1748.57,,
5795,1116.15,1974.63,1337.89,1630.41,1381.66,1342.91,3864.31,16007.07,4268.86,3765.08,4921.43,3424.06,4246.37,4272.35,1751.14,,
5796,1117.95,1977.74,1340.06,1632.88,1383.96,1345.01,3871.22,16026.53,4276.2,3773.02,4932.31,3431.23,4253.28,4278.24,1753.77,,
5797,1120.07,1980.42,1342.26,1635,1385.91,1347.34,3880.91,16047.54,4283.23,3781.89,4941.29,3438.06,4260.92,4285.53,1755.87,,
5798,1122.45,1983.1,1344.34,1637.83,1388.71,1349.95,3888.5,16070.11,4292.5,3788.33,4948.74,3445.83,4266.92,4290.31,1758.06,,
5799,1124.99,1986.13,1347.37,1640.57,1391.29,1352.28,3896.2,16092.03,4298.89,3795.15,4960.41,3451.74,4277.06,4296.81,1760.37,,
5800,1127.09,1988.36,1349.37,1643.39,1393.73,1354.64,3903.32,16112.61,4304.99,3800.8,4971,3458.2,4283.35,4303.68,1762.88,,
5801,1129.41,1990.82,1351.8,1646.22,1396.53,1356.46,3909.98,16133.62,4312.19,3807.71,4978.98,3466.04,4291.75,4309.42,1765.46,,
5802,1132.05,1993.62,1353.84,1648.46,1398.96,1359.09,3916.43,16155.76,4320.9,3814.47,4985.9,3474.19,4298.41,4316.88,1767.84,,
5803,1134.4,1996.53,1355.72,1651.12,1401.1,1361.21,3923.66,16174.85,4332.23,3822.58,4993.84,3483.25,4302.31,4323.14,1770.35,,
5804,1136.63,1999.48,1358.46,1653.6,1403.81,1363.07,3931.61,16195.9,4338.29,3828.82,5002.02,3489.34,4307.27,4331.39,1772.81,,
5805,1139.3,2002.87,1361.33,1656.7,1405.66,1366.22,3937.82,16215.73,4345.53,3836.66,5012.35,3495.14,4316.52,4340.79,1775.54,,
5806,1141.37,2005.68,1363.23,1659.15,1407.85,1368.73,3947.55,16241.42,4351.56,3845.21,5021.07,3500.97,4322.95,4349.77,1777.88,,
5807,1143.94,2008.66,1365.42,1662.13,1409.85,1371.28,3955.27,16259.93,4358.96,3852.51,5029.85,3508.23,4331.24,4356.21,1779.96,,
5808,1145.64,2011.58,1367.55,1665.19,1411.66,1373.33,3963.08,16283.35,4367.87,3862.08,5036.3,3516.94,4337.66,4366.06,1782.37,,
5809,1147.88,2013.94,1369.95,1667.98,1414.13,1375.53,3972.84,16306.52,4374.36,3869.08,5049.11,3524.38,4343.85,4371.4,1784.73,,
5810,1149.82,2016.55,1372.84,1669.96,1416.62,1377.91,3982.5,16329.09,4384.65,3876.11,5058.25,3532.27,4348.64,4380.21,1786.94,,
5811,1151.92,2019.66,1375.29,1672.58,1418.75,1380.13,3991.44,16346.7,4392.54,3884.11,5069.62,3539.7,4354.16,4388.35,1789.4,,
5812,1154.23,2022.12,1377.53,1674.51,1421.21,1382.66,3999.7,16369.08,4401.68,3892.12,5077.13,3551.17,4360.55,4396.44,1791.83,,
5813,1156.87,2025.12,1380.46,1677.17,1424.36,1384.82,4004.91,16392.37,4409.31,3901.78,5087.88,3557.22,4369.47,4404.03,1794.09,,
5814,1159.23,2028.16,1382.95,1679.73,1427.39,1388.11,4010.89,16415.04,4415,3910.46,5094.55,3564,4375.38,4410.24,1796.34,,
5815,1161.66,2031.17,1385.7,1682.61,1430.04,1390.08,4019.83,16433.5,4420.06,3919.76,5104.33,3573.21,4384.24,4417.11,1798.55,,
5816,1163.64,2033.76,1387.89,1685.77,1432.27,1392.71,4029.22,16458.69,4424.98,3929.01,5110.33,3581.85,4391.44,4425.48,1801.16,,
5817,1165.82,2036.6,1390.82,1688.32,1434.5,1394.88,4039.84,16478.83,4429.62,3935.89,5121.45,3590.28,4396.67,4431.2,1803.32,,
5818,1167.78,2039.48,1393.11,1690.67,1436.82,1397.01,4048.53,16502.29,4440.4,3941.46,5127.3,3596.97,4404.55,4439.29,1805.68,,
5819,1169.77,2042.26,1395.31,1693.32,1439.1,1399.64,4054.52,16523.07,4448.87,3948.59,5137.71,3605.12,4415.61,4447.23,1808.04,,
5820,1172.38,2044.97,1397.87,1695.91,1441.13,1401.96,4062.17,16542.81,4458.23,3956.4,5145.78,3612.33,4424.51,4459.39,1810.63,,
5821,1175.2,2047.86,1400.36,1698.93,1442.79,1404.64,4073.46,16564.29,4463.12,3963.44,5157.95,3619.64,4431.34,4467.35,1813.14,,
5822,1177.51,2050.62,1402.88,1701.44,1445.04,1407.34,4081.42,16586.19,4474.03,3972.82,5167.07,3628.58,4439.87,4476.18,1815.38,,
5823,1179.69,2053.8,1405.29,1704.08,1447.02,1409.63,4089.45,16605.66,4479.06,3980.2,5178.2,3635.93,4445.13,4483.32,1818.05,,
5824,1182.14,2056.62,1407.9,1707.03,1449.02,1412.28,4097.76,16629.67,4484.82,3991.09,5184.86,3642.59,4451.49,4490.98,1820.44,,
5825,1184.05,2058.92,1409.98,1709.36,1451.47,1415.05,4106.16,16648.49,4492.66,3998.2,5192.86,3650.07,4456.97,4497.4,1822.84,,
5826,1186.79,2061.38,1412.45,1711.42,1453.96,1417.36,4112.91,16671.02,4500.45,4005.01,5200.96,3658.75,4463.99,4503.42,1825.48,,
5827,1189.43,2064.03,1414.31,1714.79,1456.5,1419.83,4119.16,16693.23,4509.09,4011.82,5209.99,3668.51,4471.04,4508.18,1827.65,,
5828,1191.37,2067.38,1416.44,1717.63,1458.78,1422.25,4128.61,16713.11,4517.63,4019.28,5219.28,3674.16,4478.37,4517.63,1829.76,,
5829,1193.4,2070.1,1418.98,1720.23,1461.53,1424.52,4138.91,16735.1,4526.71,4026.8,5227.57,3684.55,4489.33,4525.32,1832.33,,
5830,1195.95,2073.04,1420.8,1722.31,1464.11,1426.95,4146.42,16754.91,4533.31,4034.11,5236.91,3692.17,4496.25,4531.23,1834.76,,
5831,1198.37,2076.11,1424.35,1725.15,1466.19,1429.37,4153.68,16773.85,4538.31,4039.62,5247.41,3698.82,4503,4538.28,1837.06,,
5832,1200.99,2078.94,1426.71,1727.52,1468.53,1431.28,4161.32,16794.19,4545.97,4047.32,5254.56,3703.54,4509.06,4545.45,1839.53,,
5833,1203.35,2082.17,1429.11,1730.41,1470.9,1433.72,4169.3,16818.59,4553.72,4057.27,5264.44,3710.67,4520.28,4555.97,1842.51,,
5834,1205.4,2084.88,1431.06,1732.85,1473.49,1435.97,4178.7,16837.63,4561.13,4066.46,5271.63,3717,4529.82,4564.01,1844.69,,
5835,1208.07,2087.96,1433.15,1735.26,1476.18,1438.94,4188.63,16863.18,4570.89,4073.87,5280.5,3726.51,4537.04,4572.78,1846.78,,
5836,1210.27,2090.84,1435.75,1737.95,1478.56,1441.35,4199.98,16883.74,4581.67,4081.01,5288.59,3730.65,4547.35,4580.05,1849.34,,
