target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
1,304.43,893.36,1206.91,863.9,1466.94,1742.81,423.36,985.17,1138.15,1019.62,964.97,1091.33,755.1,1286.2,1820.94
2,561.11,2060.01,1432.17,1811.42,1647.31,2629.09,706.02,1904.36,1797.56,1854.85,1831.31,1864.13,1420.1,1949.66,3293.35
3,821.76,3069.48,1588.58,2612.17,1792.09,3288.93,1113.38,2719.98,2247.27,2872.83,2807.77,2656.83,1930.67,2681.27,4856.01
4,1150.05,4056.15,1709.25,3675.29,1979.01,4033.41,1427.52,3958.55,2680.09,3859.23,3904.13,3259.74,2399.88,3397.99,5870.76
5,1400.31,4707.27,1833.54,4524.71,2107.08,4909.75,1718.66,5143.68,3020.06,4687.59,4909.53,3806.48,2802.6,3871.93,7505.19
6,1680.33,5604.84,1931.86,5227.36,2201.36,5462.97,1966.01,6149.59,3370.96,5454.29,5948.65,4260.65,3170.82,4442.89,8907.34
7,1946.61,6641.48,2054.9,5791.65,2336.88,6051.15,2213.86,6857.6,3823.73,6311.68,6699.89,4608.78,3540.54,4866.86,10756.88
8,2205.89,7649.27,2124.98,6436.31,2442.34,6613.93,2441.71,7802.68,4083.15,6880.55,7539.03,5035.68,3752.64,5278.44,12385.34
9,2468.27,8585.42,2217.75,7125.16,2581.82,7347.6,2650.44,8784.21,4402.97,7473.07,8462.33,5302.88,4029.92,5822.12,13757.2
10,2703.34,9449.17,2332.54,7986.73,2692.32,7990.08,2873.94,9725.24,4582.18,8169.67,9280.98,5639.73,4279.19,6195.65,14496.26
11,3031.19,10231.49,2401.21,8687.58,2769.76,9123.92,3178.43,10761.2,4837.71,8662.69,10333.79,5987.8,4532.36,6685.85,15986.91
12,3291.16,10956.04,2463.22,9379.4,2859.23,9610.75,3519.64,11871.03,5105.32,9251.08,11201.09,6148.07,4731.55,7176.6,17452.07
13,3559.08,12283.02,2575.33,9840.27,2956.69,10531.19,3912.77,12568.02,5437.29,9633.84,11988.22,6286.53,4898.45,7444,19326.16
14,3883.01,13210.84,2689.83,10523.91,3069.16,11345.62,4260.17,13615.18,5803.2,10152.94,13009.19,6413.93,5182,7998.77,20464.35
15,4294.14,14605.33,2771.89,11011.94,3164.62,11857.23,4515.36,14504.62,6032.03,10558.48,13782.55,6545.19,5493.93,8443.71,22354.59
16,4593.09,15350.45,2884.99,11426.25,3272.93,12708.03,4826.21,15610.45,6220.11,10947.32,14390.81,6678.49,5777.3,8800.32,23957.34
17,4842.97,16466.43,2997.4,12081.12,3409.16,13809.9,5050.09,16535.42,6511.04,11273.85,14881.3,6779.56,5919.83,9222.94,25527.76
18,5234.34,17325.99,3058.19,12695.41,3465.13,14746.91,5321.31,17745.71,6737.06,11649.91,15618.09,6907.39,6110.58,9494.05,27244.23
19,5602.34,18207.34,3226.11,13386.77,3608.78,15267.54,5668.85,18732.28,6923.93,11934.02,16365.46,6993.39,6307.68,9911.93,29184.85
20,5988.7,18906.27,3325.8,14091.49,3717.25,15957.08,5903.51,19650.8,7075.58,12148.49,16699.11,7180.46,6458.29,10277.21,30325.58
21,6235.03,19602.16,3449.67,14783.05,3814.12,16787.13,6159.59,20627.68,7308.76,12432.14,17230.11,7256.42,6688.68,10915.15,32035.17
