target,(1+2) EA_{r/2,2r},(1+2) EA_>0,(1+2) EA_BMS,(1+2) EA_half,(1+2) EA_norm.,(1+2) EA_var.,(1+50) EA_{r/2,2r},(1+50) EA_>0,(1+50) EA_BMS,(1+50) EA_half,(1+50) EA_L1,(1+50) EA_L3,(1+50) EA_norm.,(1+50) EA_var.,RLS
1,12.11,32.51,53.2,46.04,44.03,60.29,18.45,28.68,40.71,41.51,33.46,30.96,37.44,31.68,53.78
2,26.46,68.63,76.87,80.52,58.55,81.39,40.36,68.36,85.71,75.57,87.3,68.71,72.06,70.31,102.89
3,38.31,97.99,96.19,112.09,78.08,109.78,69.31,99.45,118.85,118.77,136.19,103.51,108.52,124.43,154.58
4,52.08,142.45,113.67,139.33,101.4,134.62,98.04,140.38,168.47,151.42,175.92,138.29,149.63,166.27,208.2
5,65.03,176.53,129.67,171.75,119.27,160.57,123.76,184.09,214.44,196.64,222.66,172.33,189.82,213.18,251.58
6,79.71,217.19,147.93,196.65,133.08,182.93,147.62,233.97,256.93,236.3,290.36,209.03,237.5,254.3,297.93
7,95.37,254.06,163.82,231.97,155.43,205.94,177.37,290.57,294.15,283.17,337.43,243.98,274.76,291.64,346.65
8,111.12,290.86,182.25,256.37,172.27,232.47,209.62,346.78,337.29,318.33,388.11,282.4,314.36,335.26,387.06
9,133.39,316.36,198.32,278.7,195.46,255.4,235.69,396.82,379.38,346.13,420.05,314.25,351.99,377.38,441.91
10,155.46,364.1,222.66,303.88,221.28,281.7,263.06,443.86,407.03,387.3,464.31,351.69,393.05,421.16,502.76
11,181.14,396.84,245.25,338.65,244.16,319.03,299.55,495.72,448.66,425.91,504.41,385.42,432.97,458.47,554.96
12,207.85,437.37,272.86,362.97,274.55,359.88,342.28,538.72,490.32,461.17,547.93,423.89,463,493.54,626.29
13,229.81,482.1,296.07,384.82,297.35,394.02,372.72,580.02,523.72,495.67,596.48,458.23,496.1,522.5,686.79
14,254.78,517.52,323.28,418.09,320.94,428.76,418.85,629.85,561.31,529.12,651.28,502.81,533.49,553.63,764.93
15,275.35,555.06,369.04,453.85,359.77,465,458.89,690.46,597.47,578.05,685.52,538.9,584.11,595.35,815.53
16,303.75,588.44,409.71,489.82,405.6,503.6,524.61,734.89,633.11,616.36,743.63,580.57,620.3,634.41,852.18
17,335.81,619.05,438.8,520.06,429.88,529.88,565.08,778.76,672.63,660.6,781.11,619.48,667.08,677.11,909.65
18,369.89,659.59,465.82,569.51,467.94,559.74,608.79,823.64,710.15,704.26,822.43,678.98,710.34,717.99,967.23
19,398.84,698.88,491.75,604.07,507.3,595.77,665.13,882.54,757.91,748.09,872.87,730.15,758.25,751.4,1009.97
